Sr,Name,Material Code,Material Name,Material Group,Marerial New Group,Has Serial No,Customer Code
284,103703,103703,Toeblast 83mm,Consumable,Explosive Stores & Spares,0,
285,103702,103702,Barbed Wire,Consumable,Building & Civil Stores & Spares,0,
286,103701,103701,Slip Ring TR2 Moulded ID 45mm,Consumable,Plant & Machinery Stores & Spares (Crusher),0,
287,103700,103700,Toilet-OT Pan,Consumable,Building & Civil Stores & Spares,0,
288,103699,103699,Coconut Rope,Consumable,Other Miscelleanous Stores & Spares,0,
289,103698,103698,Jointing Slip,Consumable,Data Processig Stores & Spares,0,
290,103697,103697,Fiber Patched Cord,Consumable,Data Processig Stores & Spares,0,
291,103696,103696,V-Belt -SPB 2360 - Poly F,Consumable,Plant & Machinery Stores & Spares (Crusher),0,
292,103695,103695,V-Belt -SPB 2650 - Poly F,Consumable,Plant & Machinery Stores & Spares (Crusher),0,
293,103694,103694,Chopping Knife,Consumable,Other Miscelleanous Stores & Spares,0,
294,103693,103693,Bus Bar Chamber 100W,Consumable,Electrical (Stores & Spares),0,
295,103692,103692,H Block,Consumable,Building & Civil Stores & Spares,0,
296,103691,103691,Distribution Box 4 way,Consumable,Electrical (Stores & Spares),0,
297,103690,103690, Brake Tube RR - Aluminium (DC Turbo Bolero),Consumable,Motor Vehicle Stores & Spares (GAD),0,
298,103689,103689,Injector GP,Consumable,Plant & Machinery Stores & Spares (Crusher),0,
299,103688,103688,Wheel Nut & Bolt Set (ISUZU V-Cross),Consumable,Motor Vehicle Stores & Spares (GAD),0,
300,103687,103687,Copper Terminal Lugs,Consumable,Electrical (Stores & Spares),0,
301,103686,103686,CRC Spray,Consumable,Lubricants,0,
302,103685,103685,Battery Terminal Clamp,Consumable,Electrical (Stores & Spares),0,
303,103684,103684,NED-Twindet 10 Mtrs,Consumable,Explosive Stores & Spares,0,
304,103683,103683,Thermostat for TATA Tipper 1618,Consumable,Motor Vehicle Stores & Spares (GAD),0,
305,103682,103682,"UG Cable 185sqmm, 3.5core",Consumable,Electrical (Stores & Spares),0,
306,103681,103681,Dust Bin Medium,Consumable,Office Printing & Stationery Stores & Spares,0,
307,103680,103680,Cross Member Bolt for TATA 1613,Consumable,Motor Vehicle Stores & Spares (GAD),0,
308,103679,103679,Tube for ISUZU V-Cross HILUX,Consumable,Motor Vehicle Stores & Spares (GAD),0,
309,103678,103678,Fog Lamp Bulb (DC Turbo SC),Consumable,Motor Vehicle Stores & Spares (GAD),0,
310,103677,103677,Safe Guard Front (DC Turbo SC),Consumable,Motor Vehicle Stores & Spares (GAD),0,
311,103676,103676,Push Pull Switch (DC Turbo SC),Consumable,Motor Vehicle Stores & Spares (GAD),0,
312,103675,103675,Washer No. 12 (DC Turbo SC),Consumable,Motor Vehicle Stores & Spares (GAD),0,
313,103674,103674,Nut Bolt No. 12 (DC Turbo SC),Consumable,Motor Vehicle Stores & Spares (GAD),0,
314,103673,103673,Dashboard Cover (DC Turbo SC),Consumable,Motor Vehicle Stores & Spares (GAD),0,
315,103672,103672,Fog Light (DC Turbo SC),Consumable,Motor Vehicle Stores & Spares (GAD),0,
316,103671,103671,Nut Bolt No.17 for DC Turbo SC,Consumable,Motor Vehicle Stores & Spares (GAD),0,
317,103670,103670,Air Filter DC Turbo SC,Consumable,Motor Vehicle Stores & Spares (GAD),0,
318,103669,103669,Oil Filter DC Turbo SC,Consumable,Motor Vehicle Stores & Spares (GAD),0,
319,103668,103668,Bearing 33207 for TATA Winger,Consumable,Motor Vehicle Stores & Spares (GAD),0,
320,103667,103667,Bearing 33205 for TATA Winger,Consumable,Motor Vehicle Stores & Spares (GAD),0,
321,103666,103666,Mobile Holder (ISUZU D-Max),Consumable,Motor Vehicle Stores & Spares (GAD),0,
322,103665,103665,Push Lock (ISUZU D-Max),Consumable,Motor Vehicle Stores & Spares (GAD),0,
323,103664,103664,Head Lamp Relay (ISUZU D-Max),Consumable,Motor Vehicle Stores & Spares (GAD),0,
324,103663,103663,Push Pull Switch (ISUZU D-MAX),Consumable,Motor Vehicle Stores & Spares (GAD),0,
325,103662,103662,Fog Light Set (ISUZU D-MAX),Consumable,Motor Vehicle Stores & Spares (GAD),0,
326,103661,103661,Rear Spring 7th Leaf (TATA 1613),Consumable,Motor Vehicle Stores & Spares (GAD),0,
327,103660,103660,Rear Spring 6th Leaf (TATA 1613),Consumable,Motor Vehicle Stores & Spares (GAD),0,
328,103659,103659,Aluminium Lug 185 Sq mm,Consumable,Electrical (Stores & Spares),0,
329,103658,103658,Combination plaier,Consumable,Tools and Tackle,0,
330,103657,103657,Kit Diapharagm,Consumable,Plant & Machinery Stores & Spares (ECM),0,
331,103656,103656,Breather,Consumable,Plant & Machinery Stores & Spares (Crusher),0,
332,103655,103655,Grease Nipple 1/8 NPT,Consumable,Tools and Tackle,0,
333,103654,103654,O Ring,Consumable,Plant & Machinery Stores & Spares (ICM),0,
334,103653,103653,Gasket Power Head,Consumable,Plant & Machinery Stores & Spares (ICM),0,
335,103652,103652,Locating Ring,Consumable,Plant & Machinery Stores & Spares (ICM),0,
336,103651,103651,Bushing Wear Pad,Consumable,Plant & Machinery Stores & Spares (ICM),0,
337,103650,103650,Wear Brushing,Consumable,Plant & Machinery Stores & Spares (ICM),0,
338,103649,103649,Shim,Consumable,Plant & Machinery Stores & Spares (Weel loaders),0,
339,103648,103648,Immersion Heater ,Consumable,Other Miscelleanous Stores & Spares,0,
340,103647,103647,Fencing Post ,Consumable,Building & Civil Stores & Spares,0,
341,103646,103646,Water Dispenser,Consumable,Other Miscelleanous Stores & Spares,0,
342,103645,103645,HDPE Pipe 32mm PN-10,Consumable,Building & Civil Stores & Spares,0,
343,103644,103644,Hydraulic Relief Valve 2553-2037,Consumable,Plant & Machinery Stores & Spares (Crusher),0,
344,103643,103643,Fan Motor 2481-6055,Consumable,Plant & Machinery Stores & Spares (Crusher),0,
345,103642,103642,"Globe Valve 1""",Consumable,Building & Civil Stores & Spares,0,
346,101056,101056,Bearing 22213k ,Consumable,Plant & Machinery Stores & Spares (Crusher),0,
347,103641,103641,Tyre Rear (1000x20) for Tipper 1618 - APPOLO (Radial) ,Consumable,Motor Vehicle Stores & Spares (GAD),0,
348,103640,103640,Tyre Front (1000x20) for Tipper 1618- APPOLO (Radial),Consumable,Motor Vehicle Stores & Spares (GAD),0,
349,103639,103639,Automatic Star Delta Starter ,Consumable,Electrical (Stores & Spares),0,
350,102770,102770,Air Filter Element 2914502900 for DTH ICM350/260,Consumable,Plant & Machinery Stores & Spares (ICM),0,
351,102683,102683,Air Filter Safety Cartridge 2914502400 for DTH ICM350/260,Consumable,Plant & Machinery Stores & Spares (ICM),0,
352,103638,103638,Brake Master Cylinder Assy. for Eicher Bus (Part # IB002689),Consumable,Motor Vehicle Stores & Spares (GAD),0,
353,103637,103637,Cash Book,Consumable,Office Printing & Stationery Stores & Spares,0,
354,103636,103636,Front Main Leaf Spring (TATA Tippers & Tanker),Consumable,Motor Vehicle Stores & Spares (GAD),0,
355,103635,103635,Oil Seal (31-43-10.3) /BR2139F- Motor Bike,Consumable,Motor Vehicle Stores & Spares (GAD),0,
356,103634,103634,Tyre Front - CEAT (2.75 - 18 42P) - Motor Bike,Consumable,Motor Vehicle Stores & Spares (GAD),0,
357,103633,103633,Tyre Rear - CEAT (100/90-18 M/C 56P) - Motor Bike,Consumable,Motor Vehicle Stores & Spares (GAD),0,
358,102587,102587,Woolen Felt,Consumable,Plant & Machinery Stores & Spares (Crusher),0,
359,103632,103632,Indicator Bulb -Motor Bike,Consumable,Motor Vehicle Stores & Spares (GAD),0,
360,103631,103631,Indicator Rear - Motor Bike,Consumable,Motor Vehicle Stores & Spares (GAD),0,
361,103630,103630,Clutch Cable -Motor Bike,Consumable,Motor Vehicle Stores & Spares (GAD),0,
362,103629,103629,Accelerator Cable (Throttle Cable) - Motor Bike,Consumable,Motor Vehicle Stores & Spares (GAD),0,
363,103628,103628,Engine Oil 10W30 (1.2Ltrs) - Motor Bike,Consumable,Lubricants,0,
364,103627,103627,Gems Clip 25mm (Stainless Steel),Consumable,Office Printing & Stationery Stores & Spares,0,
365,103626,103626,Brake Pad (Disc Pad) Rear-Motor Bike,Consumable,Motor Vehicle Stores & Spares (GAD),0,
366,102178,102178,Brake Pad (Disc Pad) Front -Motor Bike,Consumable,Motor Vehicle Stores & Spares (GAD),0,
367,102177,102177,Chain Sprocket Kit - Motor Bike,Consumable,Motor Vehicle Stores & Spares (GAD),0,
368,103625,103625,V Belt D220 - Fenner,Consumable,Plant & Machinery Stores & Spares (Crusher),0,
369,102644,102644,V Belt D220 - ECO Drive,Consumable,Plant & Machinery Stores & Spares (Crusher),0,
370,103624,103624,Radiator Hose Pipe (Bend) for DC Turbo Bolero,Consumable,Motor Vehicle Stores & Spares (GAD),0,
371,103565,103565,V-Belt -SPB 2240 - Fenner,Consumable,Plant & Machinery Stores & Spares (Crusher),0,
372,103623,103623,Timer .3RP15761NP30-8K (3-60Sec),Consumable,Electrical (Stores & Spares),0,
373,103622,103622,Bi-Metallic Relay 10-16A. 3UA55-00-2C 16-25A,Consumable,Electrical (Stores & Spares),0,
374,103621,103621,Bi-Metallic Relay 50-60A. 3UA58 00-2PZ1 50-60A,Consumable,Electrical (Stores & Spares),0,
375,103620,103620, Bi-Metallic Relay 10-16A. 3UA52-00-2A,Consumable,Electrical (Stores & Spares),0,
376,103619,103619, Bi-Metallic Relay 5-8A. 3UA50-00-1H 5-8A,Consumable,Electrical (Stores & Spares),0,
377,103618,103618,Bi-Metallic Relay 3.2-5A. 3UA50-00-1F,Consumable,Electrical (Stores & Spares),0,
378,103617,103617,"Contactor 3TH30-00-0A. 3TH30 22-00-0A. Coil Voltage 220V, 50Hz",Consumable,Electrical (Stores & Spares),0,
379,103616,103616,"Power Contactor 3TF48 22-0AMOZAO1. Coil voltage 220V, 50Hz",Consumable,Electrical (Stores & Spares),0,
380,103615,103615,Power Contactor 3TF 32-00-0AP. Coil voltage 220v 50Hz.,Consumable,Electrical (Stores & Spares),0,
381,103614,103614,Power Contactor 3TF 35-00-0AP. Coil voltage 220v 50Hz.,Consumable,Electrical (Stores & Spares),0,
382,100032,100032,Envelope A4 (Cloth coated inside),Consumable,Office Printing & Stationery Stores & Spares,0,
383,101450,101450,"Ink for Epson L130 - Printer (Magenta, Cyan, Yellow)",Consumable,Office Printing & Stationery Stores & Spares,0,
384,103613,103613,CD Marker,Consumable,Office Printing & Stationery Stores & Spares,0,
385,103612,103612,Lower Arm bush (Part # 0401BA0130N) for DC Turbo Bolero,Consumable,Motor Vehicle Stores & Spares (GAD),0,
386,103611,103611,Arm Bush (Part # 0401BA0130N) for DC Turbo Bolero,Consumable,Motor Vehicle Stores & Spares (GAD),0,
387,103610,103610,Oil Seal Front Axle CV Joint (0503CA0100N) for DC Turbo Bolero,Consumable,Motor Vehicle Stores & Spares (GAD),0,
388,103609,103609,Cellotape-Blue,Consumable,Office Printing & Stationery Stores & Spares,0,
389,103608,103608,Cellotape-Yellow,Consumable,Office Printing & Stationery Stores & Spares,0,
390,103607,103607,Bearing Front Wheel Outer (Part # 001946I) for DC Turbo Bolero,Consumable,Motor Vehicle Stores & Spares (GAD),0,
391,103606,103606,Cellotape- Red,Consumable,Office Printing & Stationery Stores & Spares,0,
392,103605,103605,Cellotape-Black,Consumable,Office Printing & Stationery Stores & Spares,0,
393,103604,103604,Cellotape- Green,Consumable,Office Printing & Stationery Stores & Spares,0,
394,103603,103603,4x4 Gear Box Lock for DC Turbo Bolero,Consumable,Motor Vehicle Stores & Spares (GAD),0,
395,103602,103602,C.V. Shaft Bearing Inner (Part # 0503CA0090N) for DC Turbo Bolero,Consumable,Motor Vehicle Stores & Spares (GAD),0,
396,103601,103601,C.V Joint Lock for DC Turbo Bolero,Consumable,Motor Vehicle Stores & Spares (GAD),0,
397,103600,103600,2 Pin Top 5A,Consumable,Electrical (Stores & Spares),0,
398,103599,103599,3 Pin Top 5A,Consumable,Electrical (Stores & Spares),0,
399,103598,103598,Capacitor 2.5MFD ,Consumable,Electrical (Stores & Spares),0,
400,103597,103597,TPN main switch ,Consumable,Electrical (Stores & Spares),0,
401,103596,103596,Ceiling Fan 1200mm swift,Consumable,Building & Civil Stores & Spares,0,
402,103595,103595,Zero watt bulb,Consumable,Electrical (Stores & Spares),0,
403,103594,103594,Power saver bulb,Consumable,Electrical (Stores & Spares),0,
404,103593,103593,Switch Board ,Consumable,Electrical (Stores & Spares),0,
405,103592,103592,Switch & Socket 15Amp,Consumable,Electrical (Stores & Spares),0,
406,103591,103591,Switch & Socket 5Amp,Consumable,Electrical (Stores & Spares),0,
407,103590,103590,Tube frame 40w ,Consumable,Electrical (Stores & Spares),0,
408,103589,103589,"Tube Choke 40W, Type: Electronic",Consumable,Electrical (Stores & Spares),0,
409,103588,103588,Tube Holder,Consumable,Electrical (Stores & Spares),0,
410,103587,103587,Gear Oil Parthon 680,Consumable,Lubricants,0,
411,103586,103586,Gear Oil Parthon 220,Consumable,Lubricants,0,
412,103585,103585,Gear Oil Parthon 150,Consumable,Lubricants,0,
413,100509,100509,Dust Collector,Consumable,Office Printing & Stationery Stores & Spares,0,
414,103584,103584,Brake Booster Assy for Eicher Bus (Part # IB004130),Consumable,Motor Vehicle Stores & Spares (GAD),0,
415,103559,103559,Copper control cable,Consumable,Electrical (Stores & Spares),0,
416,103561,103561,"NO, NC Contact Block",Consumable,Electrical (Stores & Spares),0,
417,103560,103560,Push Button Switch Station,Consumable,Electrical (Stores & Spares),0,
418,103583,103583,Paper Cutter Knife ,Consumable,Office Printing & Stationery Stores & Spares,0,
419,103582,103582,Photocopy Paper- 70 GSM,Consumable,Office Printing & Stationery Stores & Spares,0,
420,103581,103581,Brake Oil Dot4 (500ML),Consumable,Lubricants,0,
421,103580,103580,HBC Switch 63A,Consumable,Electrical (Stores & Spares),0,
422,103579,103579,NO NC Switch,Consumable,Electrical (Stores & Spares),0,
423,103578,103578,Heat Resistance,Consumable,Electrical (Stores & Spares),0,
424,103577,103577,NC Switch,Consumable,Electrical (Stores & Spares),0,
425,103576,103576,NO Switch,Consumable,Electrical (Stores & Spares),0,
426,103575,103575,"Timer, Star Delta 1 no inst &1 no delayed , 3-60 sec , 200-240 /380-440 V AC , Type no- 3RP1576-1NM208K Make - Siemens",Consumable,Electrical (Stores & Spares),0,
427,103574,103574, Engine Flange 5790365 ,Consumable,Plant & Machinery Stores & Spares (Crusher),0,
428,103573,103573,Hose Radiator (Upper) 236-7722,Consumable,Plant & Machinery Stores & Spares (Crusher),0,
429,103572,103572,Hose (Lower) 311-4626,Consumable,Plant & Machinery Stores & Spares (Crusher),0,
430,103571,103571,"Alternator GP-Charging (C4.4 engine) 12 V, 225-3141",Consumable,Plant & Machinery Stores & Spares (Crusher),0,
431,103570,103570,Water Pump 3522080,Consumable,Plant & Machinery Stores & Spares (Crusher),0,
432,103569,103569,Kit Pump 3544754,Consumable,Plant & Machinery Stores & Spares (Crusher),0,
433,103568,103568,Hose Air Inlet 236-8777,Consumable,Plant & Machinery Stores & Spares (Crusher),0,
434,103567,103567,Nut (M12*1.75*93mm) 113-6349,Consumable,Plant & Machinery Stores & Spares (Crusher),0,
435,103566,103566,V Belt B87 - Fenner,Consumable,Plant & Machinery Stores & Spares (Crusher),0,
436,102600,102600,Manganese steel plate (Chute Liner Plate)20mmx750x600mm,Consumable,Plant & Machinery Stores & Spares (Crusher),0,
437,102601,102601,Manganese steel plate (Chute Liner Plate)20mmx750x250mm,Consumable,Plant & Machinery Stores & Spares (Crusher),0,
438,103564,103564,"Bearing 22328 Cc/w33, FAG",Consumable,Plant & Machinery Stores & Spares (Crusher),0,
439,103563,103563,"Bearing UC-213, NTN",Consumable,Plant & Machinery Stores & Spares (Crusher),0,
440,103558,103558,Coper Wire,Consumable,Electrical (Stores & Spares),0,
441,103557,103557,Aluminum Power Cable Armored ,Consumable,Electrical (Stores & Spares),0,
442,103556,103556,Single Facing Preventor,Consumable,Electrical (Stores & Spares),0,
443,103555,103555,HRC Fuse,Consumable,Electrical (Stores & Spares),0,
444,103554,103554,Isolator ,Consumable,Electrical (Stores & Spares),0,
445,103553,103553,Air Oil for DTH,Consumable,Lubricants,0,
446,103552,103552,Plumber Block,Consumable,Plant & Machinery Stores & Spares (Crusher),0,
447,103551,103551,Return Roller ,Consumable,Plant & Machinery Stores & Spares (Crusher),0,
448,103550,103550,Coil Spring,Consumable,Plant & Machinery Stores & Spares (Crusher),0,
449,100764,100764,"Hydraulic Oil 300, 210L for Drill Machine ICM 260 ",Consumable,Lubricants,0,
450,103549,103549,A/C Payee Seal,Consumable,Office Printing & Stationery Stores & Spares,0,
451,103548,103548,Safety Gloves-Leather- Long Sleeves,Consumable,OHS Stores & Spares,0,
452,103547,103547,Change Over Switch 63 Amp,Consumable,Electrical (Stores & Spares),0,
453,103546,103546,Power Cable 4 core 6 sq.mm,Consumable,Electrical (Stores & Spares),0,
454,103545,103545,CMOS Battery,Consumable,Data Processig Stores & Spares,0,
455,103544,103544,RAM 2 GB,Consumable,Data Processig Stores & Spares,0,
456,103543,103543,Motherboard,Consumable,Data Processig Stores & Spares,0,
457,103542,103542,RJ45 Connector,Consumable,Data Processig Stores & Spares,0,
458,103541,103541,RFID writer/reader,Consumable,Data Processig Stores & Spares,0,
459,103540,103540,Cable D-Link,Consumable,Data Processig Stores & Spares,0,
460,103539,103539,PoE Injector ,Consumable,Data Processig Stores & Spares,0,
461,103537,103537,P to P Device ,Consumable,Data Processig Stores & Spares,0,
462,103536,103536,Filter element (2635-3337-23) for ECM660,Consumable,Plant & Machinery Stores & Spares (ECM),0,
463,103535,103535,Cover Fuse Box 2653-2101-59 for ECM660,Consumable,Plant & Machinery Stores & Spares (ECM),0,
464,103534,103534,O Ring 2686-2230-54 for ECM660,Consumable,Plant & Machinery Stores & Spares (ECM),0,
465,103533,103533,Governor Flow 2686-3955-22 for ECM660,Consumable,Plant & Machinery Stores & Spares (ECM),0,
466,103532,103532,Lubricator 2651-1099-57 for ECM660,Consumable,Plant & Machinery Stores & Spares (ECM),0,
467,103412,103412,Unloader 2654-4368-45 for ECM660,Consumable,Plant & Machinery Stores & Spares (ECM),0,
468,103531,103531,Oil Filter Element 2636-8973-53 for ECM660,Consumable,Plant & Machinery Stores & Spares (ECM),0,
469,103530,103530,Fuse 2651-1315-30 for ECM660,Consumable,Plant & Machinery Stores & Spares (ECM),0,
470,103529,103529,Wheel 2651-5225-06 for ECM660,Consumable,Plant & Machinery Stores & Spares (ECM),0,
471,103528,103528,Rubber 2651-6418-19 for ECM660,Consumable,Plant & Machinery Stores & Spares (ECM),0,
472,103527,103527,Band 2651-6418-27 for ECM660,Consumable,Plant & Machinery Stores & Spares (ECM),0,
473,103526,103526,Inlet 2653-1625-09 for ECM660,Consumable,Plant & Machinery Stores & Spares (ECM),0,
474,103525,103525,"Band, Jubilee 2651-9777-34 for ECM660",Consumable,Plant & Machinery Stores & Spares (ECM),0,
475,102470,102470,Skirt 2653132221 for ECM660,Consumable,Plant & Machinery Stores & Spares (ECM),0,
